QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q222224,,near-IR source,2358895534,brown dwarf,2MASS J03261367+2950152,,,Aries,,,J2000.0,29.83756727014,40.052,51.55701544936,66.697,,48,-18.098,20.665825,24.9676,,,L4.6V,,,,,,0.11,,,,2750,,,37,,,,
Q97052690,,eclipsing binary star,2326615691,eclipsing binary star,V456 Geminorum,,,Gemini,,,J2000.0,13.55646327479445,712.555,107.65310150080084,7.732,,,-0.475,13.4,1.4034,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q80228154,,eclipsing binary star,2310158182,,NW Canis Majoris,,,Canis Major,,,J2000.0,-31.305328923564,,97.4371744354247,5.478,,,-1.384,16.7,0.2176,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q8337262,,asteroid,2275554532,asteroid,(91412) 1999 NP42,Lincoln Near-Earth Asteroid Research,1999-07-14T00:00:00Z,,,14.97,"March 31, 2024",,,,,,,,,,,,,,,,,,0.1757917870889706,Sun,2.628144646950723,70.05451157288135,1556.224768002055,2460998.826506004,,11.1816033808984,221.5896966875429,2.166138402734943,323.3509979962364,3.090150891166502
Q20097990,,comet,2044745697,comet,C/2013 TW5 (Spacewatch),,,,,11,"June 23, 2014",,,,,,,,,,,,,,,,,,0.9869381216924474,,446.3850440301273,190.3754236090685,3444791.015739242,2456887.1600122442,,31.40140745036839,359.9941832162484,5.830627123433017,319.7038313041371,886.9394609368218
Q78240597,,Orion variable,1683927883,,V* V496 Ori,,,Orion,,,J2000.0,-5.3643399164567,,83.8559588854018,4.354,28.758316,,-1.808,16.71,2.5346,,29.9,M0,,,3734,12200,,,,,,,,,,,,,
Q16389421,,minor planet moon,2433432484,moon of 385446 Manwë,Thorondor,,,,,,,,,,,,,,,,,,,46,,,,,0.5632,385446 Manwë,6674,,110.176,,,25.58,,,,
Q66632206,,binary star,1902022350,,IDS 11280-4309 AB,,,,,,J2000.0,-43.69538018,,173.220174115,-1.37,,,-16.41,7.6,3.63,,,A0III,,,,,,,,,,,,,,,,,
Q97061625,,BY Draconis variable,2312351545,,V489 Ursae Majoris,,,Ursa Major,,,J2000.0,56.23178334790389,92.3625,180.00677077152875,35.245,,,24.947,15.14,10.8269,BY Draconis variable,,,,,,,,,,,,,,,,,,,
Q80214118,,rotating variable star,2316769727,rotating variable star in the constellation Cygnus,KIC 8243754,,,Cygnus,,,J2000.0,44.1866306,,295.3734989,15,,,-1.5,13.87,,rotating variable star,,,,,,,,,,,,,,,,,,,
Q1035789,Small Magellanic Cloud,open cluster,2386593252,open cluster,NGC 220,John Frederick William Herschel,1834-08-12T00:00:00Z,Tucana,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200231%20DSS.jpg,,J2000.0,-73.402806,,10.233167,,,,,14.39,,,,,,,,,,,,,,,,,,,,,
Q91215351,,near-IR source,2298536325,Mira variable star in the constellation Auriga,SW Aurigae,,,Auriga,,,J2000.0,31.3132911998,,69.58064348364,-1.765,13,,6.414,10.919235,0.7069,long-period variable star,,,,,,,,,,,,,,,,,,,
Q87083950,,emission-line star,2311179252,emission-line star in the constellation Monoceros,CSIMon-001569,,,Monoceros,,,J2000.0,9.1008548455457,774.3534,100.0895895248815,-4.411,26.43,,-1.709,16.5816,1.2914,,10.9,,,,,,,,,,,,,,,,,,
Q74716206,,high proper-motion star,1889523599,,Gaia DR2 3148286348809514752,,,,,,J2000.0,8.71493081699889,128.543,115.72139381059,-76.153,,,-7.452,19.204,7.7795,,,,,,,,,,,,,,,,,,,,
Q97362363,,variable star,2302650566,star,GS Lupi,,,Lupus,,,J2000.0,-54.05480827183,5505,223.81429891745998,-2.892,-77.94,,-4.863,10.531,0.1301,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q30748523,,resonant trans-Neptunian object,2328351420,transneptunian,2013 AR183,Pan-STARRS,2013-01-01T00:00:00Z,,,5.9576,"May 5, 2025",,,,,,,,,,,,,,,,,,0.5083892675880621,Sun,72.13478010156759,261.6748880434048,223777.0246694094,2442308.5468348954,,7,24.6,35.46223207810572,165.0250321996699,108.8073281250294
Q90910277,,classical Cepheid variable,2315450119,classical Cepheid variable star in the constellation Hercules,V1269 Herculis,,,Hercules,,,J2000.0,18.7276025535956,536.9416,262.5207444594043,-5.57,,,0.483,10.79,1.8624,classical Cepheid variable,,K0,,-0.46,5106,2950,,,,,,,,,,,,,
Q1110779,,spiral galaxy,2370086253,galaxy,NGC 4333,William Herschel,1784-04-13T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4333%20-%20SDSS%20DR14.jpg,,J2000.0,6.0407415011681,,185.8427879404134,,7038,,,13.7,,,,,,,,,0.02341,,,,,,,SBab,,,,,
Q83683206,,active galactic nucleus,2380257912,active galactic nucleus in the constellation Gemini,B2 0648+27,,,Gemini,,,J2000.0,27.4610583,,103.0104042,,12268,,,11.818,,,,,,,,,0.041062,,,,,,,E/S0,,,,,
Q88568333,,Seyfert 1 galaxy,2405371719,Seyfert 1 galaxy in the constellation Virgo,PKS 1502+036,,,Virgo,,,J2000.0,3.441892406,,226.276988163208,-0.097,98807,,-0.734,18.62,0.0798,,,,,,,,0.40827,,,,,,,,,,,,
Q3648331,,hyperbolic comet,2155283798,comet,C/2002 O4 (Hoenig),,,,,13.3,"August 13, 2002",,,,,,,,,,,,,,,,,,1.000855520857592,Sun,-907.2937115735592,105.9367739272861,,2452549.4818911836,,73.12682663160126,-0.001802581490828118,0.7762086942132363,321.0406393811244,
Q74183228,,star,2332901345,,HBHA 4203-52,,,,,,J2000.0,41.166833,2095.9966,308.128125,-3.858,,,-3.776,13.6,0.4771,,,,,,,,,,,,,,,,,,,,
Q73992881,,star,2338829723,star,TYC 3193-1941-1,,,Cygnus,,,J2000.0,42.70063616315,942.8625,328.5419947407133,-13.091,-11.08,,-14.536,10.84,1.1212,,,,,,,,,,,,,,,,,,,,
Q80633804,,rotating ellipsoidal variable,2304068284,rotating ellipsoidal variable,OGLE BLG-ELL-18573,,,Sagittarius,,,J2000.0,-25.15229915738944,,271.10374055575835,-3.831,,,3.383,20.781,,rotating ellipsoidal variable,,,,,,,,,,,,,,,,,,,
Q80602024,,Delta Scuti variable,2318065716,Delta Scuti variable star in the constellation Lynx,BO Lyncis,,,Lynx,,,J2000.0,40.9977146779869,1336.3624,130.7550523380367,1.232,,,-5.145,11.49,0.7483,,,,,,,,,,,,,,,,,,,,
Q1038675,,asterism,2457972539,galaxy,NGC 737,"William Parsons, 3rd Earl of Rosse",1850-10-11T00:00:00Z,Triangulum,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200737%20SDSS.jpg,,,33.04891,,29.17001,,,,,,,,,,,,,,,,,,,,,,,,,,
Q403288,,star,2453138380,star in the constellation Cygnus,Kepler-36,,,Cygnus,,,J2000.0,49.23184191691001,539.724,291.2501783665,-8.064,9.04248,1.03,1.151,12.174,1.8528,rotating variable star,4.9,F2,1.6575869,-0.236,6014,12760,,,,,,,,,,,,,
Q78683912,,Beta Lyrae variable,2299264473,eclipsing binary star,V584 Hydrae,,,Hydra,,,J2000.0,-12.8477660940527,738.0074,142.0837784442672,6.396,-54.83,,-6.035,12.708,1.355,Beta Lyrae variable,,,,,,,,,,,,,,,,,,,
Q89137655,,S-type star,2315160347,,DY Geminorum,,,Gemini,,,J2000.0,14.2127858664977,829.7378,98.990878277748,-5.712,,,-1.709,11.2,1.2052,SRa semi-regular variable star,,"S8,5",,,,,,,,,,,,,,,,,
Q66492351,,high proper-motion star,2315886558,star in the constellation Leo,52 Leonis Minoris,,,Leo,,3.17,J2000.0,25.5371273623357,53.4974,166.7702921016629,-15.047,-7.65,,-56.564,6.844,18.6925,,,F8IV,1.85,-0.06,6232,11000,,,,,,,,,,,,,
Q81181244,,W Ursae Majoris variable,2320427897,W Ursae Majoris variable star in the constellation Ursa Major,HN Ursae Majoris,,,Ursa Major,,,J2000.0,37.6431403829996,197.4295,168.9849022064669,-35.879,-37.11,,55.666,9.83,5.0651,,,F8,,,,,,,,,,,,,,,,,
Q77942688,,young stellar object,2316427717,young stellar object in the constellation Lupus,NAME THA 15-10B,,,Lupus,,,J2000.0,-38.02551818717888,160.015,238.9597350092875,-23.359,1.2,,-11.787,14.5178,6.2494,,25,M5.5,,,2991,3400,,,,,,,,,,,,,
Q85316196,,long-period variable star,2298778136,long period variable,CK Virginis,,,Virgo,,,J2000.0,9.0743071379945,2580.9658,188.9481306127143,-0.989,141.74,,-11.332,10.38,0.2607,SRd semi-regular variable star,,G,,,,,,,,,,,,,,,,,
Q4552083,,UV-emission source,2297934056,multiple star in the constellation Vulpecula,16 Vulpeculae,,,Vulpecula,,1.07,J2000.0,24.938042608,,300.505964673,69.44,-37,1.34,89.31,4.775,14.71,,136.2,F2III,4.03,,6892,,,,,,,,,,,,,,
Q8323237,,asteroid,2275532630,asteroid,(159372) 1995 YP7,Spacewatch,1995-12-16T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,,,,
Q31898541,,star,2319259740,variable star in the constellation Gemini,W Geminorum,,,Gemini,,,J2000.0,15.3304718420221,1137.2683,98.7393851309166,-2.527,-5.09,,-0.873,6.54,0.8793,classical Cepheid variable,,G5,,-0.01,6416,178,,,,,,,,,,,,,
Q5178004,,near-IR source,2298492072,star in the constellation Sculptor,Mu Sculptoris,,,Sculptor,,0.54,J2000.0,-32.07312418005999,88.702,355.15895331927,-53.561,15.79,1.32,-91.263,5.303,11.2737,,2.6,K0III,11,-0.103,4941,631,,,,,,,,,,,,,
Q201968,,blazar,2444908684,Closest Blazar to the Milky Way,Markarian 421,,,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/Mark421-U3WS2701M.jpg,,J2000.0,38.2088328680079,500000000,166.113808004236,0.048,8788.7,,0.007,12.9,,,,DC,,,,,0.031,,,,,,,,,,,,
Q86943723,,eclipsing binary star,2018855935,,MX Comae Berenices,,,Coma Berenices,,,J2000.0,22.762784951917,559.5345,185.978701928109,-0.14,,,-13.508,11.98,1.7872,,,,,,,,,,,,,,,,,,,,
Q1022587,,hyperbolic comet,2335586169,astronomical object,C/1898 L1 (Coddington-Pauly),Edwin Foster Coddington,1898-06-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/C1898%20L1%20%28Coddington-Pauly%29%20on%209%20June%201898.jpg,,"August 12, 1898",,,,,,,,,,,,,,,,,,1.000976945137611,Sun,-1741.745982981069,233.2683267679938,,2414547.042380154,,69.93525513826393,-0.0004548002808917296,1.701590269026724,75.40825678220341,
Q1356286,Local Group,dwarf galaxy,2367069092,dwarf galaxy,Leo T,,2006-01-01T00:00:00Z,Leo,,,J2000.0,17.05139,0.42,143.7225,,38.1,,,15.1,,,,,,,,,,,,,,,,dI/dGsp...,,,,,
Q66491156,39 Comae Berenices,binary star,2303438157,binary star in the constellation Coma Berenices,39 Comae Berenices A,,,Coma Berenices,,,J2000.0,21.15339327258639,49.5759,196.58850416874333,-45.216,0.96,,-69.546,6.057,20.1711,,,,,,,,,,,,,,,,,,,,
Q87832830,,galaxy,2305350409,Seyfert 2 galaxy in the constellation Boötes,SDSS J1430+2303,,,Boötes,,,J2000.0,23.0623692750446,,217.5668396150391,,23294,,,18.2908,,,,,,,,,0.08105,,,,,,,,,,,,
Q83514002,,long-period variable star,2317590412,long period variable,OGLE BLG-LPV-90556,,,Sagittarius,,,J2000.0,-29.4008271758542,,268.1762286104898,-4.491,,,-3.536,20.063,0.6187,,,,,,,,,,,,,,,,,,,,
Q75066112,,quasar,1893448911,,GALEX 2683628628980271608,,,,,,J2000.0,48.86881707992445,,147.32725986638417,-0.045,252622,,0.46,20.0106,0.6837,,,,,,,,2.422137,,,,,,,,,,,,
Q66631438,,double star,2416347401,Algol variable in the constellation Andromeda,V342 Andromedae,,,Andromeda,,,J2000.0,46.39030876172917,154.607,2.51334771214708,-11.867,-11.58,,8.101,7.82,6.468,eclipsing binary star,,A3V,,,,,,,,,,,,,,,,,
Q84275851,,open cluster,2273664999,open cluster in the constellation Orion,NAME Skiff J0619+18.5,,,Orion,,,J2000.0,18.51,,94.841,-1.284,,,-0.529,,0.644,,,,,,,,,,,,,,,,,,,,
Q75262036,,classical Cepheid variable,1940418714,,SV* HV 1333,,,,,,J2000.0,-73.9330183918133,,9.014422567884,-1.231,,,0.459,14.702,,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q1048819,,asterism,2386638422,asterism,NGC 2394,William Herschel,1785-12-28T00:00:00Z,Canis Minor,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202394%20DSS.png,,J2000.0,7.08667,,112.15,,,,,,,,,,,,,,,,,,,,,,,,,,
Q66361446,,variable star,2327025159,variable star in the constellation Scutum,Y Scuti,,,Scutum,,,J2000.0,-8.3689338965112,,279.5137766200014,-2.975,5.91,,-0.707,9.69,0.4294,classical Cepheid variable,,F8-G3,,7.74,6063,155,,,,,,,,,,,,,
Q81429451,,open cluster,2027954331,,RAFGL 5216,,,Monoceros,,,J2000.0,-3.995,,104.81958,4.36,39.64,,0.41,,,,,,,,,,,,,,,,,,,,,,
Q74635914,,high proper-motion star,1889521951,,Gaia DR2 6637185207878880640,,,,,,J2000.0,-58.72469660372305,97.6973,278.7055147035825,-0.839,,,-56.466,19.1862,10.2357,,,,,,,,,,,,,,,,,,,,
Q18448616,,near-IR source,2298715057,variable star in the constellation Ursa Minor,S Ursae Minoris,,,Ursa Minor,,,J2000.0,78.63341606196,371.955,232.39407203902,5.52,-40,,-30.973,11.13,2.6885,Mira variable,,M6.5-7.5e,,,,,,,,,,,,,,,,,
Q1050557,,spiral galaxy,2454733013,galaxy,NGC 2730,Albert Marth,1864-03-28T00:00:00Z,Cancer,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202730%20SDSS.jpg,,J2000.0,16.8381972,58.9,135.5659958,,3801,,,13,,,,,,,,,0.012776,,,,,,,SBdm,,,,,
Q88939627,,classical Cepheid variable,2315123298,,KL Boötis,,,Boötes,,,J2000.0,27.982376076913,632.6711,215.081697986047,0.704,,,11.612,11.08,1.5806,BY Draconis variable,,K5,,-0.1,4349,760,,,,,,,,,,,,,
Q80661467,,long-period variable star,2298778392,long period variable,ES Virginis,,,Virgo,,,J2000.0,-8.8619090144304,549.8735,212.1570655523765,-0.301,,,-8.252,8.3,1.8441,,,M4III,,,,,,,,,,,,,,,,,
Q75066516,,quasar,1889528000,,GALEX 2683558286005899367,,,,,,J2000.0,45.65871480637472,,137.06789886937958,2.01,144192,,-2.258,20.6006,,,,,,,,,0.689192,,,,,,,,,,,,
Q80291050,,Beta Lyrae variable,2310160314,,V* V593 Per,,,Perseus,,,J2000.0,40.23253885667,,71.92957063,0.82,,,1.66,8.72,,,,A,,,,,,,,,,,,,,,,,
Q54986032,,long-period variable star,2326597454,variable star in the constellation Equuleus,T Equulei,,,Equuleus,,,J2000.0,9.2695556815126,,318.9390529721381,-10.604,,,-11.423,9.64,0.7759,SRa semi-regular variable star,,M3,,,,,,,,,,,,,,,,,
Q1035654,,Seyfert galaxy,2354669989,spiral galaxy in the constellation Andromeda,NGC 169,"William Parsons, 3rd Earl of Rosse",1857-09-18T00:00:00Z,Andromeda,http://commons.wikimedia.org/wiki/Special:FilePath/Arp%20282.png,,J2000.0,23.9909361,97.72,9.2150458,,4617,,,13.1,,,,,,,,,0.015434,,,,,,,SAab(x),,,,,
Q118907213,,asterism,2030086817,star,NAME I Lac,,,Lacerta,,,J2000.0,38.5,0.5,340.25,,-13.6,,,,1.59637,,,,,,,,,,,,,,,,,,,,
Q32885,Local Group,dwarf galaxy,2424187968,dwarf galaxy,Sagittarius Dwarf Elliptical Galaxy,,1994-01-01T00:00:00Z,Sagittarius,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2054.png,,J2000.0,-30.47833,0.02,283.76292,-0.88,140,,-2.65,3.6,,,,,5000,,,,,,Milky Way,,,,,dSph,,,,,
Q9183773,,hyperbolic comet,2049088166,"comet probably jednopojawieniowa, that will probably not return to the vicinity of the Sun",C/1997 J2,Michel Meunier,1997-05-05T00:00:00Z,,,8.4,"January 22, 1998",,,,,,,,,,,,,,,,,,1.000558290058558,,-5465.167454397625,122.6716789843018,,2450882.9333877317,,91.27339903252413,-0.0001157132275065786,3.051148658144366,148.8445331910337,
Q88677615,,emission-line galaxy,2168370632,emission-line galaxy in the constellation Sextans,HSC J100124+023145,,,Sextans,,,J2000.0,2.529278,,150.353333,,289442,,,25.25,,,,,,,,,6.545,,,,,,,,,,,,
Q4009100,Taurus Molecular Cloud,star,2358896601,star in the constellation Taurus,RY Tauri,,,Taurus,,,J2000.0,28.44320981017,138.219,65.4892052292,-27.002,24.3,2.08,8.744,9.3,7.2349,T Tauri-type star,48,G0,3.2,,5945,,,,Taurus Molecular Cloud,,,,,,,,,,
Q733508,,blazar,2303613131,blazar,NGC 3894,William Herschel,1790-03-18T00:00:00Z,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203894%20SDSS.jpg,,J2000.0,59.415661667,50.01,177.209826042,,3229.7,,,11.6,,,,,,,,,0.010797,,,,,,,-3,,,,,
Q608310,,triple star system,2172417133,star system in the constellation Auriga,16 Aurigae,,,Auriga,http://commons.wikimedia.org/wiki/Special:FilePath/IC%20405%20-%20IC%20410%20-%20M38%20dss%20B%20%2818857141595%29.jpg,0.28,J2000.0,33.37161348056,,79.54404255875,,,1.3,,,,,,,18.8,,,,,,,,,,,,,,,,
Q81153644,,near-IR source,2298711537,Algol variable in the constellation Canis Major,EQ Canis Majoris,,,Canis Major,,,J2000.0,-16.3010274927,411.8277,102.215089067,-19.655,,,2.934,12.09,2.5242,Algol variable,,K1III+K2III,,,,,,,,,,,,,,,,,
Q94343378,,W Ursae Majoris variable,2326524104,W Ursae Majoris variable star in the constellation Virgo,MS Virginis,,,Virgo,,,J2000.0,-17.6884982750251,77.4162,211.5597775313094,4.746,,,-252.882,9.33,14.1402,eclipsing binary star,,K0/1III/IV,,,,,,,,,,,,,,,,,
Q12068535,,peculiar star,2401766733,peculiar star in the constellation Orion,HD290695,,,Orion,,,J2000.0,-1.8811283100405,402.4955,83.5656824697688,2.127,31.79,,-0.835,10.8,2.4845,,,B9,,,,,,,,,,,,,,,,,
Q2805461,,trans-Neptunian object,2433898051,trans-Neptunian object,(160091) 2000 OL67,Susan D. Benecchi,2000-07-29T00:00:00Z,,,6.96,"November 21, 2025",,,,,,,,,,,,,76.5,,,,,0.1068658964660376,Sun,45.17572396620717,314.0560757352532,110906.2723433982,2436699.3597186916,,1.986404258860058,78.88111570627319,40.34797972605617,322.7969577384435,50.00346820635816
Q55496301,,classical Cepheid variable,2323229767,variable star in hte constellation Vulpecula,X Vulpeculae,,,Vulpecula,,,J2000.0,26.556467198321,1189.3435,299.3691898865356,-4.043,-17.71,,-1.419,8.87,0.8408,classical Cepheid variable,,K2,,0.13,6260,80,,,,,,,,,,,,,
Q81788530,,emission-line star,2332903107,emission-line star in the constellation Puppis,NAME SGR 0755-2933,,,Puppis,,,J2000.0,-29.55222,,118.9270353836495,2.68,75.8,,-2.657,10.25,0.2602,,10,O6/8,,,,,,,,,,,,,,,,,
Q1042833,,emission-line galaxy,2386609314,galaxy,NGC 1327,Ormond Stone,1886-01-01T00:00:00Z,Fornax,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201327%20DSS.jpg,,J2000.0,-25.6789556,173.78,51.3466833,,12789,,,14.8,,,,,,,,,0.042439,,,,,,,Sb,,,,,
Q80020924,,open cluster,2260231161,open cluster in the constellation Musca,NAME HIP 67330 Cluster,,,Musca,,,J2000.0,-66.02,,206.9875,-5.11,,,-4.12,,,,,,,,,,,,,,,,,,,,,,
Q91905444,,Seyfert 2 galaxy,2213363972,Seyfert 2 galaxy in the constellation Ursa Major,2MASX J11175447+5322134,,,Ursa Major,,,J2000.0,53.370523,,169.476928,,29379,,,19.411,,,,,,,,,0.10331,,,,,,,,,,,,
Q102656,,minor planet moon,2438217912,moon of the dwarf planet Eris,Dysnomia,Chadwick Trujillo,2005-09-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Hubble%20Dysnomia%20orbit%20overlay.jpg,5.6,"August 31, 2006",,,,,,,,23.1,,,,,257,,,,,0.01,Eris,37430,180.83,15.772,,,45.49,,,126.17,
Q4042159,,star,2453138274,star in the constellation Cygnus,Kepler-56,,,Cygnus,http://commons.wikimedia.org/wiki/Special:FilePath/Kepler-56%20System%20Diagram.jpg,,J2000.0,41.87185898900001,929.8,293.75833832539,-12.081,-53.740601,1.32,-6.596,12.756,1.0755,rotating variable star,0.1,,4.0497494,0.315,4711,2415,,,,,,,,,,,,,
Q78430762,,emission-line galaxy,2391313218,emission-line galaxy in the constellation Pisces,2SLAQ J231824.85-000445.6,,,Pisces,,,J2000.0,-0.0793556,,349.6035542,,59383,,,21.386,,,,,,,,,,,,,,,,,,,,,
Q1639914,,planetary nebula,2323219292,planetary nebula and associated star in the constellation Scorpius,IC 4663,Williamina Fleming,,Scorpius,http://commons.wikimedia.org/wiki/Special:FilePath/IC%204663%20-%20HST%20-%20R656nGB502n.png,,J2000.0,-44.90499527774861,3467,266.36928957710666,-4.885,-74,,-0.074,16.5787,0.2571,,,[WN3],,,,,,,,,,,,,,,,,
Q94411545,,globular cluster,2196342374,globular cluster in the constellation Fornax,NAME UCD-FORS 2,,,Fornax,,,J2000.0,-35.441139,,54.743708,,1063,,,20.21,,,,,,,,,,,,,,,,,,,,,
Q88345885,,near-IR source,2298505148,classical Cepheid variable star in the constellation Auriga,V470 Aurigae,,,Auriga,,,J2000.0,44.78185044973,4452.36,74.06343739305,0.009,-37.89,,0.193,12.583887,0.2246,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q3887903,,Jupiter-family comet,2046995791,comet,363P/Lemmon,,,,,18.1,"June 30, 2014",,,,,,,,,,,,,,,,,,0.5576537197362881,Sun,3.404914729828417,315.2169700065098,2294.868407384075,2455904.5629505897,,3.973321509202721,146.5083299355909,1.506151365354722,169.9482831878728,5.303678094302112
Q1045333,Large Magellanic Cloud,star cluster,2386634004,globular cluster,NGC 1786,John Frederick William Herschel,1835-12-20T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/Digging%20up%20a%20galactic%20time%20capsule%20%28potw2528a%29.jpg,,J2000.0,-67.7459556,,74.781125,,,,,10.9,,,,,,,,,,,,,,,,,,,,,
Q5173498,,variable star,2326593914,variable star in the constellation Andromeda,RR Andromedae,,,Andromeda,,,J2000.0,34.3767507343659,,12.8469978732897,-2.364,-71,,-2.515,8.4,,Mira variable,,S6-7/3-3.5e,,,,,,,,,,,,,,,,,
Q74333296,,emission-line star,2319356761,,NOMAD1 1323-0477032,,,,,,J2000.0,42.33417,788.9546,306.09625,-5.997,-5.26,,-3.807,12.98,1.2675,,,B7,,,,,,,,,,,,,,,,,
Q13446,Pleiades,pair of stars,2236437282,two stars in the constellation Taurus,Asterope,,,Taurus,http://commons.wikimedia.org/wiki/Special:FilePath/Plei%20scheme.jpg,0.34,,,390,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,
Q75066873,,quasar,1889527233,,GALEX 2428955463672404751,,,,,,J2000.0,51.87829538416472,,135.2643921204996,-0.415,214316,,0.383,19.6885,0.6673,,,,,,,,1.452472,,,,,,,,,,,,
Q1121528,,emission-line galaxy,2303617593,galaxy,NGC 5623,William Herschel,1785-03-13T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5623%20-%20SDSS%20DR14.jpg,,J2000.0,33.2524966046214,,216.7861001959145,,3471.1,,,12.53,,,,,,,,,0.011318,,,,,,,E,,,,,
Q1145150,,galaxy,2303429755,galaxy,NGC 6336,Édouard Stephan,1876-07-11T00:00:00Z,Hercules,http://commons.wikimedia.org/wiki/Special:FilePath/NGC6336%20-%20SDSS%20DR14.jpg,,J2000.0,43.820551062817,116.6,259.0690786592991,,8128,,,13.6,,,,,,,,,0.027125,,,,,,,SBa,,,,,
Q11217,Milky Way,globular cluster,2449919782,Globular cluster,Messier 5,Gottfried Kirch,1702-05-05T00:00:00Z,Serpens,http://commons.wikimedia.org/wiki/Special:FilePath/Messier5%20-%20SDSS%20DR14%20%28panorama%29.jpg,-8.76,J2000.0,2.081028,0.008,229.638417,-10.29,52.1,,5.11,5.95,,,,,82.5,-1.35,,,,,,,,,,,,,,,
Q20470973,,galaxy group,2406314639,galaxy group in the constellation Virgo,NAME NGC 5044 Group,,,Virgo,,,J2000.0,-16.53444,,198.59458,,2775,,,,,,,,,,,,0.008,,,,,,,,,,,,
Q75228152,,high proper-motion star,1940399724,,SSTISAGEMA J010947.32-743349.2,,,,,,J2000.0,-74.5637317553573,99.2684,17.4475597588986,40.89,,,-60.402,16.11,10.0737,,,,,,,,,,,,,,,,,,,,
Q6155145,,spectroscopic binary,2363037854,variable star in the constellation Sagitta,U Sagittae,,,Sagitta,,,J2000.0,19.6104777810098,276.6328,289.7017015961091,1.281,-10.1,,0.038,6.58,3.6149,Algol variable,60,B7III+K1III,,-0.7,5478,,,,,,,,,,,,,,
Q649379,,UV-emission source,2423049146,open cluster,Iris Nebula,William Herschel,1794-10-18T00:00:00Z,Cepheus,http://commons.wikimedia.org/wiki/Special:FilePath/Iris1HunterWilson.jpg,,J2000.0,68.16333,1400,315.401667,,,,,7,,,,,,,,,,,,,,,,,,,,,
Q86956588,,astrophysical X-ray source,2383783064,variable star,V430 Virginis,,,Virgo,,,J2000.0,7.94972,,193.99458,-9.4,,,-134.2,11.49,,,,,,,,,,,,,,,,,,,,,
Q15032449,,cubewano,2376605821,cubewano asteroid in the Kuiper belt,(587670)                           2006 QE181,,2006-08-21T00:00:00Z,,,7.67,"May 5, 2025",,,,,,,,,,,,,,,,,,0.02985828997173981,Sun,42.76867822027145,257.2765753100833,102161.478514125,2453690.7731180512,,2.114203203477766,25.05349095107039,41.49167862426255,103.7901850625087,44.04567781628035
Q88433783,,low-ionization nuclear emission-line region,2338134457,low-ionization nuclear emission-line region in the constellation Boötes,2MASX J15023654+2424212,,,Boötes,,,J2000.0,24.4058448513055,,225.6521531626646,,23369,,,18.8979,,,,,,,,,0.08117,,,,,,,,,,,,
Q763455,,low-ionization nuclear emission-line region,2420030536,galaxy,NGC 2838,William Herschel,1787-03-18T00:00:00Z,Lynx,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202838%20SDSS.jpg,,J2000.0,39.3157239009746,118.04,140.1792739221201,,8329,,,13.8,,,,,,,,,0.02774,,,,,,,-4.4,,,,,
Q4632717,,UV-emission source,2298497027,binary star system in the constellation Cygnus,28 Cygni,,,Cygnus,,-2.56,J2000.0,36.839620544,256.931,302.35674608797,13.168,-7.9,,2.739,4.93,3.8921,SX Arietis variable,320,B2.5V,5.7,,18836,10000,,,,,,,,,,,,,
